status,founded_at,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_AUS,country_code_BRA,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_IRL,country_code_ISR,country_code_NLD,country_code_USA,country_code_other,isClosed,active_days
operating,2007,3.0,953546.0,2.0,8.0,50.8503463,4.3517211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
operating,2000,1.8055749737853897,15821666.948402228,1.0,6.0,33.020321,-117.202813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2002,1.8055749737853897,15821666.948402228,1.0,7.0,40.4167754,-3.7037902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3285.0
operating,2011,2.0,1000000.0,2.0,18.0,41.3661865,2.1164942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7300.0
operating,2005,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,12.9715987,77.5945627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3285.0
operating,2009,4.0,101500000.0,3.0,6.0,42.2695216,-71.6161294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,1992,1.0,925000.0,2.0,13.0,33.7489954,-84.3879824,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2010,1.0,15821666.948402228,2.0,5.0,37.4852152,-122.2363548,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
operating,2010,1.0,152207.0,1.0,3.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7300.0
ipo,1994,1.8055749737853897,15821666.948402228,4.0,12.0,41.775305,-87.6416419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8760.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,13.0826802,80.2707184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4380.0
operating,2010,1.8055749737853897,15821666.948402228,1.0,1.0,30.2240897,-92.0198427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,4.0,39.768403,-86.158068,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2005,1.8055749737853897,15821666.948402228,1.0,1.0,39.9525839,-75.1652215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2012,1.8055749737853897,15821666.948402228,2.0,1.0,33.7454725,-117.867653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
closed,2009,1.0,15821666.948402228,2.0,4.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3285.0
operating,2011,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,25.2048493,55.2707828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,5.0,34.0522342,-118.2436849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,1996,1.0,487000.0,1.4158958061404006,1.0,42.4733688,-83.2218731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,1.0,33.3061605,-111.8412502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2000,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,51.33172,-2.184548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
operating,2012,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,35.6894875,139.6917064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,41.0082376,28.9783589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
operating,2012,2.0,12200000.0,2.0,4.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2010,1.0,11000.0,1.0,2.0,33.7090212,-117.9544069,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
operating,2007,1.8055749737853897,15821666.948402228,1.4158958061404006,6.0,37.7749295,-122.4194155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2006,1.8055749737853897,15821666.948402228,1.0,1.0,22.543096,114.057865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
operating,2008,1.0,1200000.0,2.0,3.0,64.1265206,-21.8174392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
operating,2012,1.0,500000.0,1.0,3.0,34.2257255,-77.9447102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22265.0
operating,2003,1.8055749737853897,15821666.948402228,1.0,2.0,29.7604267,-95.3698028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
acquired,2010,1.0,150000.0,1.0,1.0,43.2712398,26.9361286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650.0
operating,2011,1.8055749737853897,15821666.948402228,2.0,1.0,51.6567303,19.35776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,4.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2004,1.8055749737853897,15821666.948402228,1.0,3.0,49.2827291,-123.1207375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7665.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,1.0,42.3600825,-71.0588801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,2.0,-19.9245018,-43.9352376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5840.0
operating,2010,2.0,383000.0,1.0,5.0,-27.4697707,153.0251235,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3650.0
operating,2011,1.8055749737853897,15821666.948402228,1.4158958061404006,7.0,40.9170435,-72.6620402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2004,1.8055749737853897,15821666.948402228,2.0,1.0,37.3382082,-121.8863286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,1.0,33.5539143,-117.2139232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2012,1.0,15821666.948402228,2.0,5.0,22.396428,114.109497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
operating,2009,1.0,4200000.0,2.0,6.0,48.856614,2.3522219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4380.0
operating,2001,1.8055749737853897,15821666.948402228,1.0,1.0,40.7127753,-74.0059728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,1.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6935.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,2.0,64.1265206,-21.8174392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,3.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5475.0
operating,2003,1.8055749737853897,15821666.948402228,1.0,1.0,64.1265206,-21.8174392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,1994,1.8055749737853897,15821666.948402228,1.0,3.0,37.6780742,-97.2392359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2011,2.0,1700000.0,2.0,3.0,53.3498053,-6.2603097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6205.0
operating,1996,1.8055749737853897,15821666.948402228,1.4158958061404006,5.0,33.7489954,-84.3879824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2009,2.0,17100000.0,2.0,11.0,40.7127753,-74.0059728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
closed,2011,1.0,20000.0,1.0,2.0,39.1031182,-84.5120196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6570.0
operating,1999,1.8055749737853897,15821666.948402228,1.0,1.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31755.0
operating,1998,1.8055749737853897,15821666.948402228,1.0,1.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,1998,1.8055749737853897,15821666.948402228,1.0,1.0,37.36883,-122.0363496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
operating,1998,1.8055749737853897,15821666.948402228,1.0,1.0,37.36883,-122.0363496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,1990,1.8055749737853897,15821666.948402228,1.0,1.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,2.0,33.9191799,-118.4164652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2009,1.0,1302500.0,1.0,3.0,60.1698557,24.9383791,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
acquired,2008,1.8055749737853897,15821666.948402228,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6935.0
operating,2011,3.0,318000.0,1.0,2.0,39.5296329,-119.8138027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2011,3.0,14000000.0,2.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2011,3.0,4068000.0,2.0,4.0,41.8781136,-87.6297982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18980.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,2.0,52.205337,0.121817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
operating,2001,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,48.3808951,-89.2476823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4380.0
operating,2011,1.0,1000000.0,2.0,3.0,34.0900091,-118.3617443,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
closed,2012,1.8055749737853897,15821666.948402228,1.0,1.0,41.8781136,-87.6297982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
operating,2012,1.8055749737853897,15821666.948402228,2.0,4.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,1998,1.8055749737853897,15821666.948402228,1.4158958061404006,4.0,34.0522342,-118.2436849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15330.0
operating,2011,1.0,15821666.948402228,1.4158958061404006,2.0,43.653226,-79.3831843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7665.0
operating,2003,4.0,60000000.0,1.0,18.0,37.3382082,-121.8863286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
closed,2011,1.0,2750000.0,1.0,5.0,37.5629917,-122.3255254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3285.0
operating,2010,1.8055749737853897,15821666.948402228,1.0,3.0,39.2903848,-76.6121893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18615.0
operating,2006,1.8055749737853897,15821666.948402228,2.0,3.0,33.4483771,-112.0740373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
acquired,2011,2.0,2304999.0,2.0,3.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3285.0
acquired,2004,1.8055749737853897,15821666.948402228,2.0,1.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5840.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,1.0,40.7607793,-111.8910474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,2.0,40.7127753,-74.0059728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6205.0
operating,2011,1.0,700000.0,1.0,5.0,34.0194543,-118.4911912,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2011,1.0,16000.0,1.0,2.0,64.1265206,-21.8174392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
operating,2011,2.0,1750000.0,2.0,6.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11680.0
operating,2008,1.0,350000.0,1.4158958061404006,3.0,55.6760968,12.5683372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
operating,2009,1.8055749737853897,15821666.948402228,2.0,2.0,41.9027835,12.4963655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2011,2.0,5405188.0,2.0,4.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16060.0
operating,1998,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8030.0
operating,2005,1.0,1445300.0,2.0,13.0,41.3850639,2.1734035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3285.0
operating,2010,3.0,429704.0,1.0,4.0,41.3850639,2.1734035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6205.0
operating,2009,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,40.6895314,-74.1744624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9490.0
operating,2011,2.0,28000000.0,1.4158958061404006,2.0,47.6062095,-122.3320708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,2.0,30.2899358,-97.7258948,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6205.0
operating,2012,1.0,15821666.948402228,1.0,5.0,51.5073509,-0.1277583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4380.0
closed,2008,1.0,500000.0,2.0,6.0,52.3702157,4.8951679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3285.0
operating,1998,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,34.1477849,-118.1445155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
operating,2011,2.0,1540944.0,2.0,4.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,1.0,52.3702157,4.8951679,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4015.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,1.0,25.2048493,55.2707828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
operating,2007,1.8055749737853897,15821666.948402228,1.4158958061404006,3.0,51.2194475,4.4024643,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6570.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,2.0,52.486243,-1.890401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2007,1.0,5000.0,1.4158958061404006,1.0,42.3600825,-71.0588801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2011,1.8055749737853897,15821666.948402228,2.0,2.0,37.3382082,-121.8863286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2004,1.0,1107000.0,1.4158958061404006,2.0,49.2827291,-123.1207375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5110.0
acquired,2006,1.0,39722025.0,1.0,10.0,51.5073509,-0.1277583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3285.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,1.0,43.467517,-79.6876659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3285.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2009,1.8055749737853897,15821666.948402228,2.0,4.0,40.7127753,-74.0059728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,4.0,32.5420821,-97.3208492,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
closed,2011,1.8055749737853897,15821666.948402228,1.0,1.0,43.653226,-79.3831843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3285.0
operating,2011,1.8055749737853897,15821666.948402228,2.0,5.0,31.9753163,-98.4379424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6570.0
acquired,2011,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,37.4418834,-122.1430195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
operating,2010,1.8055749737853897,15821666.948402228,2.0,6.0,42.331427,-83.0457538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2009,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,37.3860517,-122.0838511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,3.0,33.5539143,-117.2139232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2012,1.0,500000.0,1.0,3.0,25.7616798,-80.1917902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
operating,2010,4.0,15600325.0,1.0,5.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,1.0,42.2598457,-72.2398566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2006,1.8055749737853897,15821666.948402228,1.0,2.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8760.0
operating,2012,1.8055749737853897,15821666.948402228,1.0,1.0,27.950575,-82.4571776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
operating,2008,1.8055749737853897,15821666.948402228,2.0,1.0,28.484454,-81.5226554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
operating,2010,1.8055749737853897,15821666.948402228,3.0,3.0,52.5200066,13.404954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6570.0
acquired,2000,1.8055749737853897,15821666.948402228,1.0,10.0,41.8781136,-87.6297982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
operating,2011,2.0,450000.0,1.0,4.0,50.4501,30.5234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10585.0
operating,2006,1.8055749737853897,15821666.948402228,1.0,3.0,42.2079017,-71.0040013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
operating,2004,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,28.5355161,77.3910265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3285.0
operating,2009,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,51.481581,-3.17909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
operating,1996,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,53.723805,-0.434858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8395.0
operating,2011,1.8055749737853897,15821666.948402228,2.0,3.0,41.0082376,28.9783589,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
operating,2004,1.8055749737853897,15821666.948402228,1.0,1.0,51.5073509,-0.1277583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,1.0,48.856614,2.3522219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3285.0
operating,2011,1.8055749737853897,15821666.948402228,2.0,3.0,1.352083,103.819836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
operating,2007,1.8055749737853897,15821666.948402228,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
operating,2009,3.0,48500000.0,2.0,7.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
